,Date,Time,CO(GT),C6H6(GT),NOx(GT),NO2(GT)
2317,6/15/04,7:00:00,4.4,24.7,311,116
2318,6/15/04,8:00:00,4.0,24.8,260,119
2319,6/15/04,9:00:00,2.4,10.9,181,96
2320,6/15/04,10:00:00,2.1,11.9,177,109
2321,6/15/04,11:00:00,2.7,16.0,180,115
2322,6/15/04,12:00:00,2.8,15.7,174,118
2323,6/15/04,13:00:00,2.3,13.1,140,118
2324,6/15/04,14:00:00,2.0,12.2,122,112
2325,6/15/04,15:00:00,2.6,15.8,189,140
2326,6/15/04,16:00:00,2.7,16.6,169,137
2327,6/15/04,17:00:00,3.1,18.4,172,143
2328,6/15/04,18:00:00,3.1,16.7,154,148
2329,6/15/04,19:00:00,3.6,20.8,192,158
2330,6/15/04,20:00:00,2.9,15.3,160,127
2331,6/15/04,21:00:00,2.2,11.5,110,109
2332,6/15/04,22:00:00,2.0,10.1,97,101
2333,6/15/04,23:00:00,2.1,10.4,124,114
2334,6/16/04,0:00:00,1.9,9.4,108,104
2335,6/16/04,1:00:00,1.4,6.9,61,81
2336,6/16/04,2:00:00,0.8,4.0,34,51
2337,6/16/04,3:00:00,0.6,3.0,-200,-200
2338,6/16/04,4:00:00,0.6,2.6,24,40
2339,6/16/04,5:00:00,0.5,2.4,27,34
2340,6/16/04,6:00:00,1.0,6.8,70,61
2341,6/16/04,7:00:00,2.7,18.9,176,95
2342,6/16/04,8:00:00,5.0,30.2,310,142
2343,6/16/04,9:00:00,3.3,14.9,221,128
2344,6/16/04,10:00:00,2.4,12.2,168,115
2345,6/16/04,11:00:00,1.7,8.3,109,84
2346,6/16/04,12:00:00,1.7,9.0,102,85
2347,6/16/04,13:00:00,2.4,13.7,129,110
2348,6/16/04,14:00:00,2.2,14.1,117,107
2349,6/16/04,15:00:00,2.2,12.0,112,107
2350,6/16/04,16:00:00,2.3,12.2,122,113
2351,6/16/04,17:00:00,2.6,13.1,114,107
2352,6/16/04,18:00:00,2.3,12.6,111,106
2353,6/16/04,19:00:00,3.3,18.3,158,125
2354,6/16/04,20:00:00,3.5,17.2,202,139
2355,6/16/04,21:00:00,2.5,12.9,166,117
2356,6/16/04,22:00:00,2.5,13.7,143,107
2357,6/16/04,23:00:00,2.4,13.4,122,98
2358,6/17/04,0:00:00,2.5,13.5,113,97
2359,6/17/04,1:00:00,2.1,9.9,109,95
2360,6/17/04,2:00:00,1.0,4.4,53,68
2361,6/17/04,3:00:00,0.8,4.3,-200,-200
2362,6/17/04,4:00:00,-200.0,3.3,32,51
2363,6/17/04,5:00:00,0.5,3.4,35,44
2364,6/17/04,6:00:00,1.3,9.3,123,77
2365,6/17/04,7:00:00,3.6,23.4,254,100
2366,6/17/04,8:00:00,4.8,27.7,300,125
2367,6/17/04,9:00:00,3.7,22.1,281,154
2368,6/17/04,10:00:00,1.9,10.0,169,125
2369,6/17/04,11:00:00,1.7,8.9,152,117
2370,6/17/04,12:00:00,1.9,9.8,127,105
2371,6/17/04,13:00:00,1.8,9.4,118,103
2372,6/17/04,14:00:00,1.7,9.8,120,106
2373,6/17/04,15:00:00,1.8,9.5,125,107
2374,6/17/04,16:00:00,1.7,9.5,117,102
2375,6/17/04,17:00:00,2.8,15.4,166,124
2376,6/17/04,18:00:00,3.6,19.4,180,133
2377,6/17/04,19:00:00,3.3,16.5,172,125
2378,6/17/04,20:00:00,2.9,14.3,160,124
2379,6/17/04,21:00:00,1.7,8.2,103,97
2380,6/17/04,22:00:00,1.7,8.7,87,94
2381,6/17/04,23:00:00,2.8,15.2,147,120
2382,6/18/04,0:00:00,1.8,10.6,120,105
2383,6/18/04,1:00:00,1.0,6.0,63,81
2384,6/18/04,2:00:00,0.5,3.1,30,43
2385,6/18/04,3:00:00,0.4,2.5,-200,-200
2386,6/18/04,4:00:00,0.3,1.8,19,32
2387,6/18/04,5:00:00,0.4,2.6,27,36
2388,6/18/04,6:00:00,0.8,6.5,65,59
2389,6/18/04,7:00:00,2.2,14.5,169,92
2390,6/18/04,8:00:00,4.4,28.8,244,121
2391,6/18/04,9:00:00,3.7,21.3,274,151
2392,6/18/04,10:00:00,2.5,14.9,202,142
2393,6/18/04,11:00:00,2.5,15.6,186,141
2394,6/18/04,12:00:00,2.3,14.3,153,129
2395,6/18/04,13:00:00,2.0,12.6,112,106
2396,6/18/04,14:00:00,2.0,13.4,117,125
2397,6/18/04,15:00:00,2.1,12.6,109,126
2398,6/18/04,16:00:00,2.4,14.8,133,147
2399,6/18/04,17:00:00,3.1,18.6,185,180
2400,6/18/04,18:00:00,2.9,16.7,167,164
2401,6/18/04,19:00:00,3.5,20.8,218,180
2402,6/18/04,20:00:00,2.9,16.0,171,153
2403,6/18/04,21:00:00,1.5,7.6,78,105
2404,6/18/04,22:00:00,1.7,10.2,84,98
2405,6/18/04,23:00:00,2.2,13.8,110,107
2406,6/19/04,0:00:00,1.6,10.4,87,87
2407,6/19/04,1:00:00,1.0,6.5,58,80
2408,6/19/04,2:00:00,0.6,4.3,39,62
2409,6/19/04,3:00:00,0.6,3.4,-200,-200
2410,6/19/04,4:00:00,0.6,3.9,38,54
2411,6/19/04,5:00:00,0.5,3.0,41,56
2412,6/19/04,6:00:00,0.5,3.2,47,62
2413,6/19/04,7:00:00,0.9,5.6,72,72
2414,6/19/04,8:00:00,1.4,9.1,100,86
2415,6/19/04,9:00:00,1.6,9.7,104,99
2416,6/19/04,10:00:00,1.6,8.6,109,98
2417,6/19/04,11:00:00,1.7,9.6,103,102
2418,6/19/04,12:00:00,1.7,9.8,75,84
2419,6/19/04,13:00:00,1.5,10.3,72,83
2420,6/19/04,14:00:00,1.2,-200.0,56,68
2421,6/19/04,15:00:00,1.2,-200.0,51,63
2422,6/19/04,16:00:00,1.1,-200.0,52,65
2423,6/19/04,17:00:00,1.0,-200.0,46,63
2424,6/19/04,18:00:00,1.1,-200.0,44,56
2425,6/19/04,19:00:00,1.6,-200.0,72,77
2426,6/19/04,20:00:00,1.7,-200.0,88,91
2427,6/19/04,21:00:00,1.4,-200.0,56,70
2428,6/19/04,22:00:00,1.7,-200.0,82,95
2429,6/19/04,23:00:00,2.4,-200.0,125,113
2430,6/20/04,0:00:00,2.3,-200.0,144,109
2431,6/20/04,1:00:00,1.2,-200.0,54,65
2432,6/20/04,2:00:00,1.0,-200.0,48,60
2433,6/20/04,3:00:00,1.4,-200.0,-200,-200
2434,6/20/04,4:00:00,-200.0,-200.0,41,62
2435,6/20/04,5:00:00,1.0,-200.0,40,60
2436,6/20/04,6:00:00,0.9,-200.0,48,65
2437,6/20/04,7:00:00,0.8,-200.0,44,55
2438,6/20/04,8:00:00,1.0,-200.0,59,66
2439,6/20/04,9:00:00,1.2,-200.0,59,67
2440,6/20/04,10:00:00,1.2,-200.0,53,64
2441,6/20/04,11:00:00,1.0,-200.0,42,59
2442,6/20/04,12:00:00,1.0,-200.0,43,59
2443,6/20/04,13:00:00,0.6,-200.0,23,36
2444,6/20/04,14:00:00,0.7,-200.0,22,35
2445,6/20/04,15:00:00,0.8,-200.0,37,54
2446,6/20/04,16:00:00,1.1,-200.0,53,71
2447,6/20/04,17:00:00,1.4,-200.0,68,86
2448,6/20/04,18:00:00,2.8,-200.0,125,114
2449,6/20/04,19:00:00,2.5,-200.0,96,105
2450,6/20/04,20:00:00,1.6,-200.0,75,87
2451,6/20/04,21:00:00,1.4,-200.0,74,85
2452,6/20/04,22:00:00,2.3,-200.0,92,91
2453,6/20/04,23:00:00,4.2,-200.0,136,108
2454,6/21/04,0:00:00,3.0,-200.0,119,99
2455,6/21/04,1:00:00,2.2,-200.0,76,83
2456,6/21/04,2:00:00,0.6,-200.0,21,36
2457,6/21/04,3:00:00,0.3,-200.0,-200,-200
2458,6/21/04,4:00:00,0.3,1.5,15,24
2459,6/21/04,5:00:00,0.5,3.5,52,43
2460,6/21/04,6:00:00,1.3,8.3,85,64
2461,6/21/04,7:00:00,2.5,17.3,177,91
2462,6/21/04,8:00:00,3.7,23.3,232,109
2463,6/21/04,9:00:00,2.5,13.8,201,110
2464,6/21/04,10:00:00,1.8,10.2,134,111
2465,6/21/04,11:00:00,1.5,7.9,104,106
2466,6/21/04,12:00:00,1.5,8.8,89,104
2467,6/21/04,13:00:00,1.2,7.2,66,76
2468,6/21/04,14:00:00,1.4,8.3,85,84
2469,6/21/04,15:00:00,1.6,9.6,105,102
2470,6/21/04,16:00:00,1.6,9.0,99,102
2471,6/21/04,17:00:00,2.2,12.4,132,124
2472,6/21/04,18:00:00,3.0,15.3,186,147
2473,6/21/04,19:00:00,3.0,16.1,174,138
2474,6/21/04,20:00:00,2.7,14.1,149,126
2475,6/21/04,21:00:00,2.1,11.4,114,112
2476,6/21/04,22:00:00,1.6,9.5,92,95
2477,6/21/04,23:00:00,1.3,7.4,75,80
2478,6/22/04,0:00:00,1.1,6.4,74,79
2479,6/22/04,1:00:00,0.7,4.1,35,49
2480,6/22/04,2:00:00,0.4,1.9,22,36
2481,6/22/04,3:00:00,0.2,1.4,-200,-200
2482,6/22/04,4:00:00,0.2,1.2,24,40
2483,6/22/04,5:00:00,0.3,2.2,30,37
2484,6/22/04,6:00:00,0.9,6.4,93,67
2485,6/22/04,7:00:00,3.1,18.5,332,106
2486,6/22/04,8:00:00,5.0,30.2,387,134
2487,6/22/04,9:00:00,2.8,14.2,267,123
2488,6/22/04,10:00:00,2.8,14.3,269,136
2489,6/22/04,11:00:00,2.1,12.6,193,109
2490,6/22/04,12:00:00,3.1,18.0,239,144
2491,6/22/04,13:00:00,3.0,17.1,232,154
2492,6/22/04,14:00:00,2.1,13.0,152,126
2493,6/22/04,15:00:00,1.7,11.2,115,98
2494,6/22/04,16:00:00,2.2,13.6,169,120
2495,6/22/04,17:00:00,3.5,20.5,226,145
2496,6/22/04,18:00:00,3.6,20.2,218,139
2497,6/22/04,19:00:00,4.1,23.1,245,148
2498,6/22/04,20:00:00,4.0,20.3,236,139
2499,6/22/04,21:00:00,1.8,9.3,104,93
2500,6/22/04,22:00:00,1.7,10.5,104,96
2501,6/22/04,23:00:00,2.4,13.6,144,104
2502,6/23/04,0:00:00,1.2,8.0,79,83
2503,6/23/04,1:00:00,0.8,4.6,51,66
2504,6/23/04,2:00:00,0.5,3.2,38,55
2505,6/23/04,3:00:00,0.3,2.4,-200,-200
2506,6/23/04,4:00:00,-200.0,2.1,24,37
2507,6/23/04,5:00:00,0.4,2.2,30,40
2508,6/23/04,6:00:00,1.0,6.7,73,51
2509,6/23/04,7:00:00,3.8,23.1,305,117
2510,6/23/04,8:00:00,3.2,19.0,295,110
2511,6/23/04,9:00:00,3.5,20.1,331,136
2512,6/23/04,10:00:00,3.2,16.4,304,152
2513,6/23/04,11:00:00,2.3,13.0,210,119
2514,6/23/04,12:00:00,2.2,13.1,163,106
2515,6/23/04,13:00:00,2.1,11.8,132,101
2516,6/23/04,14:00:00,1.9,12.7,126,110
2517,6/23/04,15:00:00,2.4,14.1,150,124
2518,6/23/04,16:00:00,2.5,14.4,171,137
2519,6/23/04,17:00:00,3.6,20.7,234,159
2520,6/23/04,18:00:00,3.9,21.6,251,152
2521,6/23/04,19:00:00,4.4,24.2,294,166
2522,6/23/04,20:00:00,4.8,21.8,300,163
2523,6/23/04,21:00:00,2.5,13.0,159,121
2524,6/23/04,22:00:00,2.8,15.1,176,125
2525,6/23/04,23:00:00,3.2,16.6,192,120
2526,6/24/04,0:00:00,2.6,12.7,152,103
2527,6/24/04,1:00:00,1.5,8.6,63,64
2528,6/24/04,2:00:00,1.0,5.3,35,44
2529,6/24/04,3:00:00,0.8,3.6,-200,-200
2530,6/24/04,4:00:00,0.6,2.8,21,35
2531,6/24/04,5:00:00,0.6,3.1,41,46
2532,6/24/04,6:00:00,0.7,3.7,48,54
2533,6/24/04,7:00:00,1.2,6.9,102,68
2534,6/24/04,8:00:00,1.5,8.6,111,77
2535,6/24/04,9:00:00,1.3,7.1,93,74
2536,6/24/04,10:00:00,1.6,6.6,118,92
2537,6/24/04,11:00:00,1.5,7.2,93,83
2538,6/24/04,12:00:00,1.2,5.0,56,58
2539,6/24/04,13:00:00,1.1,5.7,51,55
2540,6/24/04,14:00:00,1.2,6.0,52,61
2541,6/24/04,15:00:00,1.3,6.1,59,65
2542,6/24/04,16:00:00,1.4,8.0,62,74
2543,6/24/04,17:00:00,1.6,7.8,85,89
2544,6/24/04,18:00:00,2.1,11.1,109,103
2545,6/24/04,19:00:00,3.0,15.9,168,128
2546,6/24/04,20:00:00,2.8,13.7,166,122
2547,6/24/04,21:00:00,3.8,21.6,149,125
2548,6/24/04,22:00:00,3.2,16.8,118,119
2549,6/24/04,23:00:00,4.1,20.5,160,126
2550,6/25/04,0:00:00,2.6,14.1,124,100
2551,6/25/04,1:00:00,2.0,10.9,95,94
2552,6/25/04,2:00:00,0.9,3.6,34,52
2553,6/25/04,3:00:00,0.7,3.3,-200,-200
2554,6/25/04,4:00:00,0.6,2.4,45,64
2555,6/25/04,5:00:00,0.6,3.0,35,46
2556,6/25/04,6:00:00,1.6,8.9,141,88
2557,6/25/04,7:00:00,2.6,14.8,199,104
2558,6/25/04,8:00:00,2.9,16.2,224,125
2559,6/25/04,9:00:00,2.8,14.6,245,151
2560,6/25/04,10:00:00,1.9,8.0,153,113
2561,6/25/04,11:00:00,1.9,9.1,145,102
2562,6/25/04,12:00:00,2.1,10.0,130,108
2563,6/25/04,13:00:00,1.9,9.8,95,93
2564,6/25/04,14:00:00,1.6,8.3,88,89
2565,6/25/04,15:00:00,1.6,7.5,89,84
2566,6/25/04,16:00:00,2.1,11.7,127,111
2567,6/25/04,17:00:00,2.4,13.3,149,115
2568,6/25/04,18:00:00,2.8,14.4,170,127
2569,6/25/04,19:00:00,3.4,17.9,210,129
2570,6/25/04,20:00:00,3.4,15.9,230,140
2571,6/25/04,21:00:00,2.7,14.2,203,137
2572,6/25/04,22:00:00,2.6,13.8,174,130
2573,6/25/04,23:00:00,2.3,11.7,164,121
2574,6/26/04,0:00:00,1.2,6.2,76,79
2575,6/26/04,1:00:00,1.0,5.1,52,69
2576,6/26/04,2:00:00,0.9,4.5,47,61
2577,6/26/04,3:00:00,1.1,4.9,-200,-200
2578,6/26/04,4:00:00,-200.0,2.5,37,58
2579,6/26/04,5:00:00,0.4,2.3,41,58
2580,6/26/04,6:00:00,0.9,5.5,74,70
2581,6/26/04,7:00:00,1.8,10.4,168,104
2582,6/26/04,8:00:00,2.2,12.4,176,109
2583,6/26/04,9:00:00,2.4,14.0,184,129
2584,6/26/04,10:00:00,2.3,12.7,187,144
2585,6/26/04,11:00:00,1.6,9.0,118,101
2586,6/26/04,12:00:00,1.4,8.5,89,90
2587,6/26/04,13:00:00,1.4,8.2,70,86
2588,6/26/04,14:00:00,1.0,5.9,51,69
2589,6/26/04,15:00:00,1.0,5.6,52,65
2590,6/26/04,16:00:00,1.2,6.7,70,73
2591,6/26/04,17:00:00,1.3,6.1,80,73
2592,6/26/04,18:00:00,1.5,6.7,90,78
2593,6/26/04,19:00:00,1.9,9.2,111,98
2594,6/26/04,20:00:00,1.8,8.2,107,99
2595,6/26/04,21:00:00,1.4,7.0,73,83
2596,6/26/04,22:00:00,1.7,9.5,75,88
2597,6/26/04,23:00:00,2.7,15.1,144,117
2598,6/27/04,0:00:00,2.1,11.7,120,97
2599,6/27/04,1:00:00,1.4,9.3,71,75
2600,6/27/04,2:00:00,1.0,6.4,40,53
2601,6/27/04,3:00:00,1.0,6.7,-200,-200
2602,6/27/04,4:00:00,0.8,4.2,34,45
2603,6/27/04,5:00:00,0.5,2.6,27,42
2604,6/27/04,6:00:00,0.6,2.8,30,44
2605,6/27/04,7:00:00,0.6,3.1,40,50
2606,6/27/04,8:00:00,1.0,6.2,56,60
2607,6/27/04,9:00:00,1.6,7.9,104,100
2608,6/27/04,10:00:00,1.9,10.5,121,111
2609,6/27/04,11:00:00,1.7,9.0,100,110
2610,6/27/04,12:00:00,1.1,6.3,59,74
2611,6/27/04,13:00:00,0.8,3.5,42,56
2612,6/27/04,14:00:00,0.7,4.0,38,50
2613,6/27/04,15:00:00,0.7,4.2,40,54
2614,6/27/04,16:00:00,1.2,6.9,70,90
2615,6/27/04,17:00:00,1.6,7.9,95,109
2616,6/27/04,18:00:00,1.6,7.9,90,110
2617,6/27/04,19:00:00,1.7,10.3,90,103
2618,6/27/04,20:00:00,2.0,10.5,111,120
2619,6/27/04,21:00:00,2.3,12.7,135,134
2620,6/27/04,22:00:00,2.4,11.9,146,137
2621,6/27/04,23:00:00,1.7,9.3,100,99
2622,6/28/04,0:00:00,1.2,7.9,69,78
2623,6/28/04,1:00:00,1.0,5.0,47,63
2624,6/28/04,2:00:00,0.6,3.4,26,41
2625,6/28/04,3:00:00,0.5,3.2,-200,-200
2626,6/28/04,4:00:00,0.4,2.7,24,39
2627,6/28/04,5:00:00,0.5,3.1,55,60
2628,6/28/04,6:00:00,0.7,5.0,47,54
2629,6/28/04,7:00:00,3.2,20.7,209,119
2630,6/28/04,8:00:00,5.6,32.4,348,159
2631,6/28/04,9:00:00,4.6,24.2,337,182
2632,6/28/04,10:00:00,3.3,16.6,280,183
2633,6/28/04,11:00:00,2.1,13.2,169,144
2634,6/28/04,12:00:00,1.9,12.3,126,118
2635,6/28/04,13:00:00,1.9,12.1,108,106
2636,6/28/04,14:00:00,1.6,11.1,93,97
2637,6/28/04,15:00:00,2.0,13.1,112,129
2638,6/28/04,16:00:00,1.8,11.6,110,130
2639,6/28/04,17:00:00,2.9,17.7,188,163
2640,6/28/04,18:00:00,3.4,19.5,203,160
2641,6/28/04,19:00:00,3.1,19.7,167,140
2642,6/28/04,20:00:00,2.5,15.1,116,115
2643,6/28/04,21:00:00,1.8,11.1,89,92
2644,6/28/04,22:00:00,1.8,11.7,103,99
2645,6/28/04,23:00:00,2.0,11.7,100,96
2646,6/29/04,0:00:00,1.5,9.7,86,80
2647,6/29/04,1:00:00,0.8,6.0,52,65
2648,6/29/04,2:00:00,0.4,3.9,27,46
2649,6/29/04,3:00:00,0.3,2.6,-200,-200
2650,6/29/04,4:00:00,-200.0,2.8,35,57
2651,6/29/04,5:00:00,0.5,3.0,42,54
2652,6/29/04,6:00:00,0.7,5.4,57,62
2653,6/29/04,7:00:00,3.4,23.5,228,102
2654,6/29/04,8:00:00,5.7,33.5,350,140
2655,6/29/04,9:00:00,3.2,15.5,232,121
2656,6/29/04,10:00:00,2.7,15.3,206,132
2657,6/29/04,11:00:00,2.1,12.8,159,122
2658,6/29/04,12:00:00,2.8,15.2,184,148
2659,6/29/04,13:00:00,2.5,15.7,136,133
2660,6/29/04,14:00:00,2.1,12.3,124,130
2661,6/29/04,15:00:00,2.5,15.3,133,141
2662,6/29/04,16:00:00,2.7,17.6,156,172
2663,6/29/04,17:00:00,3.7,21.5,200,198
2664,6/29/04,18:00:00,3.7,23.2,202,181
2665,6/29/04,19:00:00,4.6,25.6,286,202
2666,6/29/04,20:00:00,2.6,14.3,141,120
2667,6/29/04,21:00:00,2.5,14.4,117,115
2668,6/29/04,22:00:00,2.3,12.6,110,112
2669,6/29/04,23:00:00,2.2,13.7,100,97
2670,6/30/04,0:00:00,2.5,13.1,112,100
2671,6/30/04,1:00:00,0.9,6.1,35,47
2672,6/30/04,2:00:00,0.8,5.8,33,44
2673,6/30/04,3:00:00,0.7,3.7,-200,-200
2674,6/30/04,4:00:00,0.5,2.6,28,42
2675,6/30/04,5:00:00,0.7,4.6,49,57
2676,6/30/04,6:00:00,0.9,7.4,81,61
2677,6/30/04,7:00:00,2.2,15.2,178,106
2678,6/30/04,8:00:00,2.8,16.7,223,136
2679,6/30/04,9:00:00,2.9,17.0,290,157
2680,6/30/04,10:00:00,2.9,18.0,274,171
2681,6/30/04,11:00:00,3.0,16.1,278,190
2682,6/30/04,12:00:00,2.5,13.4,152,155
2683,6/30/04,13:00:00,2.3,14.0,118,139
2684,6/30/04,14:00:00,2.1,13.4,141,152
2685,6/30/04,15:00:00,1.9,10.4,131,143
2686,6/30/04,16:00:00,2.3,12.7,171,168
2687,6/30/04,17:00:00,4.2,24.5,287,226
2688,6/30/04,18:00:00,4.9,27.8,267,207
2689,6/30/04,19:00:00,4.9,23.3,280,197
2690,6/30/04,20:00:00,3.5,17.6,224,158
2691,6/30/04,21:00:00,2.5,14.5,137,124
2692,6/30/04,22:00:00,2.5,14.4,118,110
2693,6/30/04,23:00:00,2.6,14.2,128,112
2694,7/1/04,0:00:00,2.3,12.9,111,102
2695,7/1/04,1:00:00,1.5,9.9,66,77
2696,7/1/04,2:00:00,0.9,5.1,36,50
2697,7/1/04,3:00:00,0.6,2.8,-200,-200
2698,7/1/04,4:00:00,0.6,3.2,31,40
2699,7/1/04,5:00:00,0.8,5.4,75,66
2700,7/1/04,6:00:00,0.9,6.4,66,60
2701,7/1/04,7:00:00,2.4,17.1,154,85
2702,7/1/04,8:00:00,3.9,22.3,239,120
2703,7/1/04,9:00:00,2.9,14.6,246,134
2704,7/1/04,10:00:00,2.7,13.3,261,149
2705,7/1/04,11:00:00,2.0,10.5,179,125
2706,7/1/04,12:00:00,2.4,14.2,159,132
2707,7/1/04,13:00:00,2.0,12.2,111,114
2708,7/1/04,14:00:00,1.8,10.1,101,110
2709,7/1/04,15:00:00,1.9,11.7,118,121
2710,7/1/04,16:00:00,1.8,10.9,120,127
2711,7/1/04,17:00:00,2.9,17.3,177,157
2712,7/1/04,18:00:00,3.3,18.0,186,169
2713,7/1/04,19:00:00,4.4,22.9,235,179
2714,7/1/04,20:00:00,3.4,16.5,195,149
2715,7/1/04,21:00:00,1.9,10.2,106,111
2716,7/1/04,22:00:00,2.1,11.6,107,112
2717,7/1/04,23:00:00,2.5,14.3,134,120
2718,7/2/04,0:00:00,2.3,13.3,117,105
2719,7/2/04,1:00:00,1.7,10.0,83,90
2720,7/2/04,2:00:00,1.5,7.6,77,87
2721,7/2/04,3:00:00,0.8,3.4,-200,-200
2722,7/2/04,4:00:00,-200.0,3.3,37,54
2723,7/2/04,5:00:00,0.5,2.9,50,61
2724,7/2/04,6:00:00,0.8,5.6,60,63
2725,7/2/04,7:00:00,2.6,17.5,179,102
2726,7/2/04,8:00:00,4.9,29.0,300,149
2727,7/2/04,9:00:00,2.9,17.0,263,147
2728,7/2/04,10:00:00,2.8,15.6,265,158
2729,7/2/04,11:00:00,1.8,10.1,164,112
2730,7/2/04,12:00:00,1.8,11.7,122,108
2731,7/2/04,13:00:00,1.9,12.0,125,120
2732,7/2/04,14:00:00,1.7,11.0,125,117
2733,7/2/04,15:00:00,1.7,11.2,115,119
2734,7/2/04,16:00:00,1.9,10.5,162,149
2735,7/2/04,17:00:00,2.1,11.8,149,174
2736,7/2/04,18:00:00,2.4,13.8,161,163
2737,7/2/04,19:00:00,3.0,17.3,201,161
2738,7/2/04,20:00:00,2.8,14.2,209,154
2739,7/2/04,21:00:00,1.9,10.7,133,124
2740,7/2/04,22:00:00,2.1,12.7,133,122
2741,7/2/04,23:00:00,1.8,10.1,134,119
2742,7/3/04,0:00:00,2.5,13.1,164,131
2743,7/3/04,1:00:00,1.1,7.4,72,84
2744,7/3/04,2:00:00,0.7,4.6,50,77
2745,7/3/04,3:00:00,0.7,4.7,-200,-200
2746,7/3/04,4:00:00,0.4,2.8,27,41
2747,7/3/04,5:00:00,0.7,4.5,74,68
2748,7/3/04,6:00:00,0.7,5.9,69,69
2749,7/3/04,7:00:00,1.8,11.1,162,101
2750,7/3/04,8:00:00,2.3,14.4,208,120
2751,7/3/04,9:00:00,1.9,11.1,168,124
2752,7/3/04,10:00:00,1.7,9.9,139,113
2753,7/3/04,11:00:00,1.3,8.8,104,97
2754,7/3/04,12:00:00,1.5,9.9,99,94
2755,7/3/04,13:00:00,1.3,7.4,89,86
2756,7/3/04,14:00:00,0.8,6.1,57,70
2757,7/3/04,15:00:00,0.8,6.2,64,70
2758,7/3/04,16:00:00,1.1,7.1,65,82
2759,7/3/04,17:00:00,1.2,8.0,79,93
2760,7/3/04,18:00:00,1.2,7.3,80,89
2761,7/3/04,19:00:00,1.4,8.7,81,90
2762,7/3/04,20:00:00,1.1,7.5,59,67
2763,7/3/04,21:00:00,1.5,9.0,90,94
2764,7/3/04,22:00:00,2.0,11.6,122,109
2765,7/3/04,23:00:00,1.9,10.2,120,103
2766,7/4/04,0:00:00,2.2,12.3,126,101
2767,7/4/04,1:00:00,1.1,6.4,68,71
2768,7/4/04,2:00:00,1.1,7.2,65,71
2769,7/4/04,3:00:00,0.8,6.1,-200,-200
2770,7/4/04,4:00:00,0.6,4.3,38,49
2771,7/4/04,5:00:00,0.6,3.8,31,43
2772,7/4/04,6:00:00,0.6,4.0,40,44
2773,7/4/04,7:00:00,0.6,4.2,36,42
2774,7/4/04,8:00:00,1.1,6.1,64,69
2775,7/4/04,9:00:00,1.0,6.0,56,65
2776,7/4/04,10:00:00,1.0,5.9,56,68
2777,7/4/04,11:00:00,1.0,5.4,43,58
2778,7/4/04,12:00:00,0.8,4.9,40,52
2779,7/4/04,13:00:00,0.7,3.9,34,46
2780,7/4/04,14:00:00,0.4,3.2,28,40
2781,7/4/04,15:00:00,0.5,4.1,32,47
2782,7/4/04,16:00:00,0.6,4.0,39,56
2783,7/4/04,17:00:00,0.7,4.8,52,64
2784,7/4/04,18:00:00,0.9,5.5,60,71
2785,7/4/04,19:00:00,1.6,9.1,104,103
2786,7/4/04,20:00:00,1.6,9.1,102,97
2787,7/4/04,21:00:00,1.7,10.1,120,108
2788,7/4/04,22:00:00,1.3,7.4,89,87
2789,7/4/04,23:00:00,1.9,9.9,121,104
2790,7/5/04,0:00:00,1.5,9.0,107,93
2791,7/5/04,1:00:00,0.6,3.7,41,55
2792,7/5/04,2:00:00,0.4,3.0,34,49
2793,7/5/04,3:00:00,0.3,2.5,-200,-200
2794,7/5/04,4:00:00,-200.0,2.6,41,56
2795,7/5/04,5:00:00,0.4,2.4,38,43
2796,7/5/04,6:00:00,0.7,5.6,59,57
2797,7/5/04,7:00:00,2.0,14.3,165,80
2798,7/5/04,8:00:00,3.9,27.7,287,134
2799,7/5/04,9:00:00,3.6,19.1,317,157
2800,7/5/04,10:00:00,3.2,15.9,330,175
2801,7/5/04,11:00:00,2.2,12.3,204,147
2802,7/5/04,12:00:00,2.2,12.2,189,140
2803,7/5/04,13:00:00,2.1,11.7,165,137
2804,7/5/04,14:00:00,1.8,10.4,139,123
2805,7/5/04,15:00:00,2.0,12.7,156,138
2806,7/5/04,16:00:00,1.8,11.1,130,132
2807,7/5/04,17:00:00,3.0,19.0,173,174
2808,7/5/04,18:00:00,4.3,24.1,302,203
2809,7/5/04,19:00:00,3.5,19.1,239,176
2810,7/5/04,20:00:00,2.5,13.6,139,125
2811,7/5/04,21:00:00,1.8,10.7,92,98
2812,7/5/04,22:00:00,1.9,11.3,104,103
2813,7/5/04,23:00:00,1.9,9.6,108,104
2814,7/6/04,0:00:00,1.9,9.8,107,105
2815,7/6/04,1:00:00,0.9,4.9,55,75
2816,7/6/04,2:00:00,0.7,4.1,43,60
2817,7/6/04,3:00:00,0.6,3.3,-200,-200
2818,7/6/04,4:00:00,0.4,2.2,23,36
2819,7/6/04,5:00:00,0.7,4.6,65,66
2820,7/6/04,6:00:00,1.6,10.2,165,97
2821,7/6/04,7:00:00,3.8,23.3,274,115
2822,7/6/04,8:00:00,5.1,31.0,369,145
2823,7/6/04,9:00:00,3.4,17.6,308,162
2824,7/6/04,10:00:00,2.6,14.3,227,147
2825,7/6/04,11:00:00,2.2,13.7,178,132
2826,7/6/04,12:00:00,3.4,19.3,267,179
2827,7/6/04,13:00:00,3.4,19.3,278,174
2828,7/6/04,14:00:00,1.8,11.3,165,132
2829,7/6/04,15:00:00,2.0,12.7,172,151
